,Teff,errTeff,vmic,errvmic,logg,errlogg,[AlI/H],e_[AlI/H],[CI/H],e_[CI/H],[CaI/H],e_[CaI/H],[CoI/H],e_[CoI/H],[CrI/H],e_[CrI/H],[CrII/H],e_[CrII/H],[CuI/H],e_[CuI/H],[FeI/H],e_[FeI/H],[FeII/H],e_[FeII/H],[MgI/H],e_[MgI/H],[MnI/H],e_[MnI/H],[NaI/H],e_[NaI/H],[NiI/H],e_[NiI/H],[NLTE_OI/H],[LTE_OI/H],e_[OI/H],[SI/H],e_[SI/H],[ScI/H],e_[ScI/H],[ScII/H],e_[ScII/H],[SiI/H],e_[SiI/H],[TiI/H],e_[TiI/H],[TiII/H],e_[TiII/H],[VI/H],e_[VI/H],[ZnI/H],e_[ZnI/H],[Fe/H],e_[Fe/H],[AlI/Fe],e_[AlI/Fe],[CI/Fe],e_[CI/Fe],[CaI/Fe],e_[CaI/Fe],[CoI/Fe],e_[CoI/Fe],[CrI/Fe],e_[CrI/Fe],[CrII/Fe],e_[CrII/Fe],[CuI/Fe],e_[CuI/Fe],[FeI/Fe],e_[FeI/Fe],[FeII/Fe],e_[FeII/Fe],[MgI/Fe],e_[MgI/Fe],[MnI/Fe],e_[MnI/Fe],[NaI/Fe],e_[NaI/Fe],[NiI/Fe],e_[NiI/Fe],[NLTE_OI/Fe],[LTE_OI/Fe],e_[OI/Fe],[SI/Fe],e_[SI/Fe],[ScI/Fe],e_[ScI/Fe],[ScII/Fe],e_[ScII/Fe],[SiI/Fe],e_[SiI/Fe],[TiI/Fe],e_[TiI/Fe],[TiII/Fe],e_[TiII/Fe],[VI/Fe],e_[VI/Fe],[ZnI/Fe],e_[ZnI/Fe],[Fe/Fe],e_[Fe/Fe]
HIP114328,5756.028381110456,4.567045106784133,1.0305688289687065,0.0264612838321931,4.328414171561609,0.0130018393104249,0.0013506954414706,0.0025349732920061,-0.0802576007504699,0.0170995260773649,-0.0212504431497688,0.0028501900185189,-0.0091994465887054,0.0059843869733574,-0.0249765379918779,0.0033683750545303,-0.0196146767618127,0.0052324127762342,-0.0014802785391848,0.0083204082494801,-0.0278646536597323,0.0032433434971463,-0.0291618352669582,0.0039092986433997,-0.0143044232919052,0.0043589668770522,-0.0221744722426569,0.0037723850230698,0.0007653034894188,0.0042397422572582,-0.0238114603064159,0.0031073085974154,,,,0.0333596633472703,0.0090748882055998,0.0134279942931918,0.004291298048161,-0.0237444413282215,0.0059982736352866,-0.0086930015061789,0.0037476477599214,-0.0218284054280258,0.0041775680591442,-0.0247930236598707,0.0040050934561579,-0.0184124471721872,0.0051980482898295,-0.0203778873775511,0.0036213673201745,-0.0280564109408004,0.0036556711561431,0.029407106382271,0.0031388678137077,-0.0522011898096695,0.0174882733819628,0.0068059677910316,0.0028359506857048,0.018856964352095,0.0053623908486886,0.0030798729489225,0.0027066976975664,0.0084417341789876,0.0048901724648174,0.0265761324016156,0.0081039653038804,0.0001917572810681,0.0021772846636501,-0.0011054243261577,0.0031010494879009,0.0137519876488952,0.0047227419725241,0.0058819386981435,0.0030654337880975,0.0288217144302192,0.0046169187425348,0.0042449506343845,0.0022553433166692,,,,0.0614160742880707,0.0097390119778019,0.0414844052339922,0.00355191235288,0.0043119696125789,0.0054655513633932,0.0193634094346215,0.0044094596813904,0.0062280055127745,0.0030215318881433,0.0032633872809296,0.0030080242440815,0.0096439637686132,0.0041311594317316,0.0076785235632493,0.0031582597273742,0.0,0.0027571485942245
HIP114615,5814.891080348614,3.749743479797637,1.0037843111672144,0.022439928093272,4.500845977669099,0.010605436260577,-0.085784455525033,0.0080117558670711,-0.0980553991196191,0.0079443293340286,-0.0552358160493927,0.0034301765794272,-0.0785258026944898,0.0068579325013218,-0.0616318119767101,0.0037384036001731,-0.058125750676861,0.00451610902362,-0.042854938646605,0.0070929666041996,-0.06642420938361,0.0026181371914549,-0.0683950313891989,0.0033439376820688,-0.0609052232244013,0.006283302799938,-0.0603186795830031,0.0073135314305748,-0.0915337268189415,0.0083797276277179,-0.087480309660673,0.0028904773938681,-0.0343333333333331,-0.0477373995255376,0.0024452972651789,-0.0548755183903603,0.0208739512995596,-0.0723269688364156,0.009617283029593,-0.0743004155588471,0.0045929767139678,-0.0717956388142014,0.0023212012205624,-0.0557241796923716,0.0048530739482288,-0.0647526826500192,0.0037382215324123,-0.0495881225378366,0.0053289075662903,-0.0715308725496787,0.0052163105899926,-0.066715548288784,0.0030759281739196,-0.019068907236249,0.0081656273469789,-0.0313398508308351,0.0085283291023822,0.0114797322393912,0.003451891339614,-0.0118102544057058,0.0064834397067282,0.0050837363120738,0.0033691212248677,0.0085897976119229,0.0042710060384983,0.0238606096421789,0.0069121369925003,0.0002913389051739,0.0017409937081495,-0.0016794831004149,0.0027461923760681,0.0058103250643826,0.0064767952884569,0.0063968687057808,0.0070857696296165,-0.0248181785301574,0.0085215823173662,-0.020764761371889,0.0023157392964003,0.0323822149554509,0.0189781487632463,0.0039635337935404,0.0118400298984236,0.0210869462237859,-0.0056114205476315,0.0094013321065226,-0.0075848672700631,0.0041283954693327,-0.0050800905254173,0.0030496787219157,0.0109913685964123,0.0042267180995976,0.0019628656387647,0.0030546235376483,0.0171274257509473,0.0046136549142841,-0.0048153242608947,0.0050330586990958,0.0,0.0023800920192594
HIP115577,5666.335830232782,4.265917828684077,1.0324366863997083,0.0242752605546062,4.230585616313119,0.0122643464864549,0.1134822125423684,0.0058101948433039,0.0981254920555552,0.0193848541353765,0.0171430220384164,0.0030763472222519,0.0288187880154209,0.0062806276553655,-0.0006800206229204,0.0029819192548607,-0.0021032808638602,0.003457709303323,-0.0029813386156423,0.0249621769000245,-0.006022204681783,0.0030467258845358,-0.007411728637791,0.0036692227669767,0.0628250405210458,0.0158501526876582,-0.0424385060195861,0.0057988838329543,0.0279012874797261,0.0091015420761546,0.0008544244394304,0.0030219770987029,0.0383333333333333,0.0662291357933935,0.0038140292899349,0.0740078723911074,0.0097498045974895,0.0547860246840495,0.009082088200626,0.0441326453247092,0.0079538530252677,0.0435891880923106,0.0038095154675231,0.0474871231247848,0.005880858869733,0.0343272250928904,0.0052123222703091,0.0150741787225102,0.0083594967380768,0.0398199744412866,0.0113593177607119,-0.006227612570932,0.0034241265228168,0.1197098251133004,0.0060942647163683,0.1043531046264872,0.0196836252864506,0.0233706346093484,0.0031390378140668,0.0350464005863529,0.005835702764126,0.0055475919480116,0.0024423206615141,0.0041243317070718,0.0030624379043154,0.0032462739552897,0.0249126831712379,0.000205407889149,0.0022036666480208,-0.001184116066859,0.0030031034389139,0.0690526530919778,0.0159524018217855,-0.036210893448654,0.0054813273548285,0.0341289000506581,0.0092822541405129,0.0070820370103623,0.0023913152076258,0.0445609459042653,0.0724567483643255,0.0051275070451394,0.0802354849620394,0.0102921470724808,0.0610136372549815,0.008840899112057,0.0503602578956412,0.0076474002429527,0.0498168006632425,0.0044167242833611,0.0537147356957168,0.0052968009246958,0.0405548376638223,0.0046511375350659,0.0213017912934422,0.0078807922684792,0.0460475870122186,0.0112585043827945,0.0,0.0027010301743373
HIP116906,5778.54172120835,3.1513568610074136,1.048323287327109,0.0184673369029295,4.352142941577105,0.0078108473283819,0.0313975451820769,0.0032244661920278,0.0253047725304319,0.0103305727051394,0.0020820207033588,0.0027262400982877,0.0240969725470063,0.0046404279606435,-0.0033521606667681,0.0028518020164838,-0.0021382209768408,0.0033300367819021,0.0235414328050295,0.0078911887952167,-0.0084690467007855,0.0022723205011195,-0.0089565716569042,0.0023823942619947,0.0208311380981189,0.0073712152766008,-0.0122780912791655,0.0029300868776181,0.0131616375284495,0.0086488082112429,-0.0035537350053605,0.0022956256981448,-0.0013333333333337,0.0184689999148084,0.0054238698423953,-0.0181627110311848,0.0071884936583515,0.0248310917711594,0.0065751245949665,0.0129921962051509,0.0038019827678198,0.0099041496718436,0.0020702186112908,0.0094747845119974,0.0030662371793252,0.0057027445112774,0.0030693005627809,0.0101815127637887,0.0036366144618985,-0.0007048033939336,0.0020758850241303,-0.0085411156073421,0.0023445585731707,0.039938660789419,0.0033132909814362,0.033845888137774,0.0105934009491621,0.0106231363107009,0.0025077170697242,0.0326380881543484,0.004111393958899,0.005188954940574,0.0022430791116052,0.0064028946305013,0.0028671709152136,0.0320825484123716,0.0077048725115403,7.20689065566004e-05,0.0010907841163736,-0.000415456049562,0.0013135862008059,0.029372253705461,0.0074067559097834,-0.0037369756718233,0.0022519448811517,0.0217027531357916,0.0086797155955763,0.0049873806019816,0.0013738166669781,0.0072077822740084,0.0270101155221504,0.0059141224853267,-0.0096215954238426,0.0075296705157033,0.0333722073785015,0.0062636614012267,0.021533311812493,0.0032052964549705,0.0184452652791857,0.002414578252822,0.0180159001193394,0.0020406528283505,0.0142438601186195,0.0021919092783895,0.0187226283711307,0.0026764833127163,0.0078363122134085,0.0012769880368893,0.0,0.0012356270527407
HIP117367,5848.542910238072,4.049973843469238,1.0901648531356625,0.0235948974241447,4.327447994522073,0.0107213011892055,0.0332640159059094,0.0053867260057989,0.0649018831897336,0.0091883606052953,0.0180878353329834,0.0023658463619052,0.0456686724918765,0.0058619261851141,0.0131590992483935,0.0029464422998525,0.0190517602600246,0.0045033062827732,0.0543915712829295,0.0068053970302374,0.0158806602181537,0.0029402181045497,0.0169623587955896,0.0032513995391761,0.0326066794229715,0.0068143706599777,0.0250028950248319,0.0041465851719378,0.0491923083673146,0.0092950009938819,0.0229003145133445,0.003048321745402,0.0006666666666662,0.0417015301691083,0.0048605864505933,0.0265692933111385,0.0127296739297664,0.0284602052336986,0.0055614684041163,0.0312883219118764,0.0049997718902153,0.0314243240896153,0.0027253463155807,0.0175706467169265,0.0042246861140236,0.0191899441546832,0.0035598936579565,0.0284922495674979,0.004837448712845,0.0234541529671882,0.0031385967584035,0.0160405634861224,0.0031362828726508,0.0172234524197869,0.0055482283049943,0.0488613197036112,0.009712534380856,0.002047271846861,0.0021113328353429,0.0296281090057541,0.0052620930040132,-0.0028814642377288,0.0020874504040852,0.0030111967739022,0.0040525124765921,0.0383510077968071,0.006518641649356,-0.0001599032679686,0.0016974927484866,0.0009217953094672,0.0022128308729152,0.016566115936849,0.0069333665875947,0.0089623315387095,0.0035001763398417,0.0331517448811922,0.009386589070014,0.0068597510272221,0.0021275068834456,-0.0153738968194562,0.0256609666829858,0.0057929510173153,0.0105287298250161,0.0130840905394996,0.0124196417475762,0.0050266780661685,0.015247758425754,0.0043608549108282,0.0153837606034928,0.0032853392357848,0.001530083230804,0.0031708868439796,0.0031493806685608,0.0024410155992588,0.0124516860813755,0.0037956537837204,0.0074135894810658,0.0024914027949066,0.0,0.0020213709507535
HIP118115,5776.218039829728,4.779983395404962,1.075646250226488,0.0269297592500214,4.258688184852555,0.0125262333010394,-0.0079996651788149,0.0021472573272319,-0.0483049825628586,0.0096866236467676,-0.0327845728549868,0.0029622390647687,-0.0494447586720047,0.0053781532544159,-0.0508591443789272,0.0033288699540744,-0.0456603613513834,0.0046091730713214,-0.0281596526464354,0.0039975614255599,-0.0476443719082958,0.0034271135752668,-0.0485795349645779,0.0037083451881309,-0.025899516075769,0.0039875045060171,-0.0672537559511794,0.0063501819403158,-0.0798324729395891,0.0047537328511454,-0.0656946838585638,0.0035736719448174,-0.0370000000000001,0.0003070786877419,0.0021034064620296,-0.0398693923830173,0.0088373483991083,-0.0294235975552657,0.0099790322154888,-0.0187275677316206,0.0130970509893749,-0.0360270195664686,0.0024959326067502,-0.0264273249814832,0.0042803888338531,-0.0315678779234206,0.0043992604127561,-0.0396190036650274,0.0054604660735234,-0.0484416529261472,0.0045538121697384,-0.0477826134035722,0.0036020942796467,0.0397829482247572,0.0025485794261242,-0.0005223691592864,0.0103331200473465,0.0149980405485853,0.0026168775467809,-0.0016621452684325,0.0043521961354319,-0.0030765309753549,0.0021710456653206,0.0021222520521888,0.0039174750934043,0.0196229607571368,0.003141816266341,0.0001382414952764,0.0018495766503268,-0.0007969215610056,0.0023358983184768,0.0218830973278032,0.0042072675744944,-0.0194711425476072,0.0057415592613419,-0.0320498595360169,0.0049356335763135,-0.0179120704549915,0.0023991612216396,0.010782613403572,0.0480896920913141,0.0041911485500715,0.0079132210205548,0.0094836738037807,0.0183590158483064,0.0095416944196962,0.0290550456719515,0.0127531112769039,0.0117555938371035,0.0032062337113257,0.021355288422089,0.0026642218665725,0.0162147354801516,0.0030824652378836,0.0081636097385447,0.0040704907233233,-0.000659039522575,0.0039184313323104,0.0,0.0021575825757534
HIP11915,5759.450399687435,4.554000988912603,0.9766306838664048,0.0276420259063756,4.47019721554133,0.0112698306133226,-0.0950667330934477,0.0031570045035608,-0.0938869725511128,0.011044936034747,-0.0626501629131599,0.0028683395959068,-0.0991835658623851,0.0072656587085976,-0.0654622365698606,0.0035619295013782,-0.0657952869300025,0.0044437791723591,-0.0658318896613044,0.0051254806941442,-0.0712888949335326,0.0032191793013527,-0.0728715492826899,0.0035058439931633,-0.0685451901762037,0.0037568945598144,-0.0693452595157693,0.0054033382591511,-0.0996043755667001,0.007089692194949,-0.0906301043984298,0.0033443837252671,-0.0423333333333329,-0.058595898024573,0.0046356023815664,-0.0573885397747282,0.0188053640853745,-0.0855029871910951,0.0057883732720522,-0.0924529739880718,0.0041355379786616,-0.0791255738524724,0.0025225853433441,-0.0672685971175256,0.0042805450763179,-0.0753521780397264,0.0039592484459682,-0.069598862283414,0.0047394459832382,-0.086126495064256,0.0044438195559341,-0.0715228525329732,0.0034012932104627,-0.0235438805604744,0.0033217632664274,-0.0223641200181395,0.0115572965621585,0.0088726896198133,0.0024045722828204,-0.0276607133294118,0.0065197265215612,0.0060606159631126,0.002453912522772,0.0057275656029707,0.0036812460312154,0.0056909628716688,0.0044331464541351,0.0002339575994406,0.0013670772695009,-0.0013486967497166,0.0019680384365773,0.0029776623567695,0.0038928497701968,0.0021775930172039,0.0046393122047198,-0.0280815230337268,0.0071547702859153,-0.0191072518654566,0.0019777512308464,0.0291895191996403,0.0129269545084002,0.0057715480803162,0.014134312758245,0.019083039723373,-0.0139801346581218,0.004960111114669,-0.0209301214550985,0.0028349600918671,-0.0076027213194991,0.0030823058648057,0.0042542554154476,0.0026498878272326,-0.0038293255067531,0.0023924531452929,0.0019239902495592,0.0030047229029123,-0.0146036425312827,0.0037546612619507,0.0,0.0017566677098006
HIP14501,5715.451808654084,4.689879646568091,1.0347278141827847,0.0260796855334843,4.290927538695902,0.0125125810614746,-0.0184203939288729,0.0051312359646837,-0.0501333297372869,0.0085322445664675,-0.1194756139983678,0.0047984698283129,-0.0756253168594283,0.0061981856662788,-0.1532831809086953,0.0032699184429786,-0.1490513050251898,0.0052167885738531,-0.0637589069428585,0.0067912998915409,-0.1564745424316481,0.0033034563289196,-0.1581833408379426,0.003718997408941,-0.0668745352666844,0.0194420340431482,-0.1664189091543391,0.0091359818300293,-0.1029293417223224,0.0097418748821333,-0.1457003193937189,0.0033892465074221,-0.0523333333333333,-0.0411773348287139,0.0097659968640878,-0.0557393873451763,0.0091976166936238,-0.0687725915653182,0.0148126833843162,-0.0882933719370617,0.0130507059585575,-0.0865201368203929,0.0048105590192558,-0.0763407493118412,0.0073194832894084,-0.0940918418287891,0.006715795965497,-0.0767108218968863,0.0058980753603059,-0.106118581105709,0.012317430642363,-0.1567271474134481,0.0035545235143631,0.1383067534845752,0.0053013943621944,0.1065938176761611,0.0092343626143973,0.0372515334150802,0.0046253437379521,0.0811018305540197,0.0053024087637601,0.0034439665047527,0.0021480996495522,0.0076758423882583,0.0046257893768346,0.0929682404705895,0.006288962988051,0.0002526049817999,0.0017233056282648,-0.0014561934244945,0.0024170571105723,0.0898526121467637,0.0194899408764469,-0.009691761740891,0.0087275823919648,0.0537978056911256,0.0098222373382443,0.0110268280197291,0.0021744648635385,0.1043938140801147,0.1155498125847342,0.0104069811597179,0.1009877600682717,0.009792842436521,0.0879545558481298,0.0145125670067652,0.0684337754763863,0.0127060244511898,0.0702070105930551,0.0051973516848566,0.0803863981016068,0.0065263307850185,0.0626353055846589,0.0059469742133691,0.0800163255165617,0.0045973667226524,0.050608566307739,0.0121139541253253,0.0,0.0021644479957711
HIP14614,5791.724840112907,5.219217898489873,0.9927285161018004,0.031101385739916,4.450790640123187,0.0123923260541965,-0.119978875949763,0.0030803851038002,-0.1393667920669055,0.0093091701266832,-0.1005931686157598,0.0030292119869966,-0.1127966850107904,0.006799669788111,-0.1161279439588946,0.0034341461028596,-0.1072167628812795,0.0053628424482455,-0.0696330342592451,0.0112153449516818,-0.1117587636842926,0.0036941809089528,-0.113503512559563,0.0038086708509611,-0.1007456652262202,0.005680559247081,-0.0964410664874307,0.0092013123049754,-0.1232045656106512,0.0090297679740562,-0.1233318301064031,0.0036402599030528,-0.0826666666666663,-0.093404380100867,0.0011736214277753,-0.1106317326325336,0.0107277330136544,-0.1037983417549133,0.0052328275465907,-0.1070525366812402,0.0063015441218158,-0.1079222644191781,0.0028938318805651,-0.0984503010366219,0.0044833455322331,-0.1033510138572612,0.0045169026420948,-0.0942563367034691,0.0064762486842655,-0.1213866328021308,0.0037147185811132,-0.1120166830832456,0.003774372630936,-0.0079621928665174,0.0031143212838917,-0.0273501089836599,0.0100414558422761,0.0114235144674857,0.0021975317548574,-0.0007800019275448,0.0055741943025755,-0.004111260875649,0.0013258581158981,0.004799920201966,0.004385210203557,0.0423836488240005,0.0107464228691292,0.0002579193989529,0.0010885253981232,-0.0014868294763173,0.0014429903070909,0.0112710178570254,0.0057021670149928,0.0155756165958148,0.008554291587345,-0.0111878825274056,0.0090290610396442,-0.0113151470231575,0.0015411602133391,0.0293500164165792,0.0186123029823785,0.0039990327061704,0.0013849504507119,0.0113046068611637,0.0082183413283322,0.0037558065250459,0.0049641464020053,0.0051270943119916,0.0040944186640674,0.0033657411993253,0.0135663820466236,0.0019501583925201,0.0086656692259843,0.0024148347220962,0.0177603463797764,0.0047442905630354,-0.0093699497188852,0.0022721679533472,0.0,0.0013377108219875
HIP15527,5763.46162872638,3.9170737019032926,1.0467307151428826,0.0221720085219092,4.323199168920328,0.0109158057721602,-0.0488801530380058,0.0015310951156922,-0.0725059649545133,0.0060844111378227,-0.0598706620401485,0.0022886962971758,-0.089817929301859,0.0044368135800219,-0.0710597873104715,0.0028844789794847,-0.0671030397454225,0.0049497652947651,-0.0638223329678683,0.0057718159838405,-0.0697664690672983,0.0027697944373236,-0.071115830634407,0.0032747204598106,-0.0534702598700611,0.005748403238208,-0.0785859307443869,0.0058543586298326,-0.1165947463106246,0.0029499790859859,-0.0921047166335881,0.0030607290801423,-0.0593333333333329,-0.0425387281676278,0.0047740334980499,-0.0707778817054133,0.0109254834731842,-0.0833180099596318,0.0078184240358035,-0.0756655340326354,0.0047096008076517,-0.0715294716143826,0.0018014131994434,-0.0571121489929819,0.0034898273966219,-0.0619025664881588,0.0034629745912483,-0.064243487243863,0.0043543088143614,-0.0811185498479653,0.0034701944076346,-0.0699659399076535,0.0030795130069612,0.0210857868696476,0.0020948901496708,-0.0025400250468597,0.0068183985161557,0.0100952778675049,0.0021888757771948,-0.0198519893942055,0.0036995995521574,-0.0010938474028179,0.0022092231170684,0.0028629001622309,0.0046229946271204,0.0061436069397852,0.0054688352011967,0.0001994708403551,0.0017128867957556,-0.0011498907267535,0.0024537930835545,0.0164956800375924,0.0059217620879887,-0.0086199908367333,0.0054882952548633,-0.046628806402971,0.0032631255090977,-0.0221387767259346,0.0023437435565221,0.0106326065743206,0.0274272117400257,0.0056953797076083,-0.0008119417977597,0.0113174145847455,-0.0133520700519783,0.0074906892834886,-0.0056995941249819,0.0041254760151735,-0.001563531706729,0.0025977835016895,0.0128537909146716,0.0023356180577496,0.0080633734194947,0.0024906188717107,0.0057224526637904,0.0032764157422977,-0.0111526099403117,0.0030511543260142,0.0,0.0021796346032592
HIP18844,5719.275688901179,4.180751017758063,1.005943981584234,0.0246713058636276,4.344454491402471,0.0116595349268585,0.0599030784787854,0.0033863862350835,0.0514311339709355,0.0080125179336145,0.0115765485334986,0.0030308237873028,0.0245579734771463,0.0049399297667172,0.0088670953469767,0.0031168077372761,0.0038593016024664,0.0033442313136556,0.0070068177286207,0.0134753886631712,0.00548298853206,0.0029799980781012,0.0051395132339413,0.0035694475069162,0.0428428304028682,0.0121502500572797,-0.0086059501275875,0.0042516986373203,0.0287861146552778,0.0070886298351176,0.0111003453736816,0.0030925995582836,0.0193333333333332,0.0320289401195765,0.0033322230281024,0.0345846410096652,0.0102519035225921,0.0324664490791675,0.0071325935246834,0.0224825023388263,0.0046102080081649,0.0253289824105319,0.0018755382788908,0.0224577666359238,0.0042194223007484,0.0159910548505448,0.0037731105701119,0.0088372892412885,0.0064115745019113,0.0232102469691467,0.0054733798864539,0.0054322139227728,0.0033446074626792,0.0544708645560126,0.0037915892916448,0.0459989200481627,0.0086869737109727,0.0061443346107258,0.0030188245759166,0.0191257595543734,0.0043194798184062,0.0034348814242038,0.0025251243198606,-0.0015729123203064,0.002885986102729,0.0015746038058478,0.0133703817971021,5.077460928719965e-05,0.0020164420655416,-0.0002927006888314,0.0028320520388812,0.0374106164800954,0.0122639007760997,-0.0140381640503603,0.0037556304437067,0.0233539007325049,0.0072870431087722,0.0056681314509088,0.0024028293785687,0.0139011194105603,0.0265967261968037,0.0047319503218068,0.0291524270868923,0.0107511504133833,0.0270342351563947,0.0067944228947424,0.0170502884160534,0.0040275438759496,0.0198967684877591,0.0028405016627842,0.017025552713151,0.0033026236413373,0.0105588409277719,0.0029070095097472,0.0034050753185156,0.0057429948006131,0.0177780330463739,0.0052267476624384,0.0,0.0025270401573222
HIP1954,5712.849885402628,3.188255207286954,0.9558445549357816,0.0193912791739984,4.466851579586887,0.0079372498635703,-0.0981491179078361,0.0047322428623116,-0.1260569271164364,0.027789299757469,-0.0782242297921949,0.0024608189707638,-0.1041693132178825,0.0046777556932471,-0.0838926454681807,0.0033740701519623,-0.0834763043918687,0.0050133740261117,-0.0770234059144669,0.004072683936319,-0.0906238085383868,0.002246868569345,-0.0930693769723004,0.0024774321765954,-0.0787149123467027,0.0059235140963969,-0.0879567526192391,0.0034862978290733,-0.0951899420051669,0.0054388435043639,-0.1047283532111282,0.0026531048266816,-0.0493333333333331,-0.0746836497609877,0.0036379071512136,-0.0841894931597377,0.0018835285073875,-0.0971604955518102,0.006702106644789,-0.0930637477316444,0.0038343575249764,-0.0873156354164933,0.0024432579380676,-0.0756719600533894,0.0032733791526818,-0.0858788907488565,0.0032150306220212,-0.0851203184745773,0.0036322272007059,-0.0987168004091707,0.0021371251547687,-0.0909853273503566,0.002391162234878,-0.0071637905574795,0.0047925916144722,-0.0350715997660798,0.0278917936275693,0.0127610975581616,0.002223484810156,-0.0131839858675259,0.0041047861940875,0.0070926818821758,0.0028627109000629,0.0075090229584878,0.0047064861839684,0.0139619214358897,0.003652753560738,0.0003615188119698,0.0009841684044178,-0.0020840496219438,0.001443920777029,0.0122704150036538,0.0059722036462326,0.0030285747311174,0.0029061976890689,-0.0042046146548102,0.0054843770821226,-0.0137430258607715,0.0018832161281748,0.0416519940170235,0.0163016775893689,0.004368946593908,0.0067958341906188,0.0029539223730918,-0.0061751682014535,0.0063695774926797,-0.0020784203812878,0.0032093927246781,0.0036696919338632,0.0027485195900806,0.0153133672969671,0.0022890772119965,0.0051064366015,0.0023471375915777,0.0058650088757793,0.0025695280872172,-0.0077314730588141,0.0013742971520662,0.0,0.0012813380746535
HIP22263,5872.30024336639,5.310587622884575,1.104454688923881,0.0322681171395452,4.541450589356866,0.013248167124666,-0.020488286606623,0.0100502313435704,-0.0740264050866863,0.0061034612254151,0.0422256494407452,0.0037216488577891,-0.01556254826003,0.0067533207924325,0.0376404250162343,0.0042629899084442,0.0376281533634587,0.0070671588031639,0.0131806510053102,0.0106097335361244,0.0305823867610154,0.0038396492396753,0.0274877536794791,0.0042755215074249,0.0156042333965403,0.0044586040404283,0.0226010190948068,0.0060711508431741,-0.0250603281236815,0.0058372404081782,-0.0028997496608396,0.0039567686348979,0.0119999999999998,0.0019027712961919,0.002285494234783,-0.0773327583643261,0.0093333155065762,0.0141910182664615,0.0093431572124991,0.0030259647496269,0.0072155471130506,0.0054854693002757,0.0026360400182001,0.038937123477798,0.0052077333084571,0.0244730802765596,0.0044749182258452,0.0457938247591179,0.0054336184773841,-0.0041148859175678,0.0037331817218067,0.0301249192620056,0.0041208877478501,-0.0506132058686286,0.0101670202443726,-0.1041513243486919,0.0073799736869569,0.0121007301787396,0.0033374724781683,-0.0456874675220356,0.005697374639391,0.0075155057542286,0.0031088296380739,0.007503234101453,0.0065077065735444,-0.0169442682566954,0.0102266399982336,0.0004574674990097,0.0019173236219146,-0.0026371655825264,0.002736123066895,-0.0145206858654653,0.0047018789088576,-0.0075239001671988,0.0052052254813765,-0.0551852473856871,0.0060237382756034,-0.0330246689228452,0.002522165931268,-0.0181249192620058,-0.0282221479658137,0.0047520975452321,-0.1074576776263317,0.0101447948138097,-0.0159339009955441,0.0087176308571991,-0.0270989545123787,0.0063679699624047,-0.0246394499617299,0.0035002706605216,0.0088122042157923,0.0035004679056063,-0.005651838985446,0.0026888371447603,0.0156689054971122,0.0034713064250491,-0.0342398051795734,0.0026143332039802,0.0,0.0024403493722877
HIP25670,5756.750539393944,4.3068626038720055,0.996681888042822,0.026621384401823,4.420608198959315,0.0110064280817307,0.0541549482921466,0.0069238311208521,0.0086665442580691,0.0090743457052204,0.0568738035011712,0.0026261472061403,0.039613849605155,0.0046829142404765,0.0564934007051625,0.0029358834525923,0.0580508326669007,0.0035513040313601,0.0174867621985603,0.0084221158403828,0.0536369976364274,0.0031159079918553,0.0542439590134704,0.0034491994727999,0.0611199572255207,0.006867034769174,0.0379756977734812,0.0053608806329507,0.0434959277935415,0.0084095096562464,0.05227717499521,0.0030722888681249,0.0470000000000005,0.0530278980315828,0.002470701406729,0.0289786324688556,0.0053730340015843,0.0411630874967325,0.0106175754653276,0.0528566450798223,0.0042774024099809,0.0508268860318387,0.003199949040665,0.0575493406486509,0.0036490916127396,0.0532431688385014,0.003686640020643,0.0419589325520541,0.0059165268757249,0.0417647412421026,0.0027976674027461,0.0537267223617294,0.00332761889378,0.0004282259304171,0.0070678927684098,-0.0450601781036603,0.0096716956994835,0.0031470811394418,0.0023479600422345,-0.0141128727565743,0.0038296999753064,0.002766678343433,0.0019239598476765,0.0043241103051712,0.0028797602762233,-0.0362399601631691,0.0081788674417031,-8.972472530199838e-05,0.001775712975804,0.0005172366517409,0.0023373951491237,0.0073932348637913,0.006996609753615,-0.0157510245882482,0.0048198780388504,-0.0102307945681879,0.0085269783721342,-0.0014495473665194,0.0020106993980984,-0.0067267223617289,-0.0006988243301465,0.0041500012520826,-0.0247480898928738,0.0062653154921393,-0.0125636348649968,0.0103232172680912,-0.000870077281907,0.0034130745091522,-0.0028998363298907,0.0037494461171255,0.0038226182869215,0.0021370873032155,-0.000483553523228,0.0024668678272648,-0.0117677898096753,0.0050203252642012,-0.0119619811196267,0.0018992448188466,0.0,0.0021296433158655
